1259,1
1013,1
47,0
527,1
1698,0
1006,0
1847,1
1110,1
1868,1
1796,0
1960,1
1514,1
604,0
1612,0
102,1
513,0
248,0
193,0
1622,1
1475,0
920,0
1927,0
52,1
1585,0
1607,0
1060,0
1739,0
250,1
1852,0
576,1
705,0
945,1
613,0
1793,0
324,0
339,1
1229,1
650,0
1506,1
333,0
6,1
1449,1
1419,0
15,0
1584,0
1630,0
611,0
1432,1
1293,0
429,0
1942,1
252,1
1001,1
1569,1
1885,1
1352,1
332,1
1536,0
1442,1
1510,0
606,0
1781,0
901,0
402,0
1311,1
279,1
1891,0
1472,0
53,1
10,0
1892,1
880,1
1070,1
420,1
1741,0
1301,1
1917,0
219,0
1204,1
1230,1
1179,1
960,0
615,0
1165,1
24,1
273,0
1428,1
862,1
1830,1
1409,0
1993,1
622,1
607,0
588,1
1344,1
990,0
1323,1
315,1
28,1
347,0
408,1
756,0
1677,0
1877,0
462,0
630,0
846,1
1115,0
1880,1
1018,0
584,1
917,1
1934,1
1127,0
1908,1
1502,0
1818,1
180,0
621,1
1173,1
805,1
1811,0
256,1
617,0
642,0
816,0
1577,0
1265,1
787,0
374,0
548,0
1106,1
232,0
1170,0
1940,0
589,1
1498,1
1387,0
1730,1
343,0
767,1
852,1
1834,0
1097,1
1654,1
1725,0
1003,1
1920,1
1462,0
1044,1
1733,1
499,0
858,0
251,1
1133,0
765,0
1507,0
1970,1
706,0
1833,1
1493,1
964,1
687,0
1523,0
1460,1
406,0
562,0
1855,1
1067,1
708,1
18,1
442,0
677,1
207,0
1746,0
153,0
411,1
134,1
1513,1
1503,0
1752,1
430,0
1933,1
1378,0
1433,0
1209,0
1369,1
498,1
517,1
1286,0
709,0
443,1
1935,1
1346,1
1384,1
1223,0
269,1
356,0
1314,1
823,0
210,1
739,0
595,0
482,1
1453,1
266,1
1382,1
1101,0
1518,0
141,1
552,1
1631,0
140,0
1080,1
1214,1
460,0
1036,0
379,1
1019,1
1315,0
334,0
731,1
715,1
375,1
419,1
842,0
1159,0
1221,1
1404,0
641,1
32,0
1591,1
1129,0
1666,1
1638,0
554,0
224,0
304,1
600,0
216,1
278,0
66,1
1164,0
1684,1
1905,0
138,1
1988,1
1587,0
1783,0
1360,0
1455,0
302,0
768,0
13,1
1107,0
1807,1
695,1
1000,0
1653,1
1064,0
1237,1
984,1
671,1
1691,0
370,1
1463,1
1426,0
16,1
798,0
1537,0
1954,0
1527,0
577,1
840,1
308,0
1897,1
220,0
1663,1
337,0
1979,0
124,0
457,0
1338,0
661,0
1185,1
1968,0
1319,0
651,1
1815,1
1599,1
1827,0
1258,1
323,0
818,0
177,1
583,0
1567,1
1108,0
658,0
1726,0
1705,1
93,0
342,1
1878,0
330,0
1824,0
733,0
199,0
815,0
1099,1
542,1
1568,1
181,1
1773,0
812,0
940,1
922,0
736,1
9,1
459,1
284,0
1991,1
1780,0
1349,1
1439,1
681,1
1288,0
1112,1
393,1
208,0
1324,0
405,1
1614,0
1688,0
1660,0
1667,1
867,0
1424,0
1228,1
948,1
1864,1
735,0
1674,0
581,1
1394,0
1450,1
1496,1
1468,0
1469,0
1798,0
201,0
1290,0
107,1
674,1
889,0
381,1
295,0
385,0
63,1
1913,0
1195,0
1966,1
656,1
158,1
81,1
1822,1
217,0
1906,0
1984,1
152,0
1904,0
1579,1
1696,1
213,1
1370,1
394,1
1482,1
969,1
98,1
565,1
89,0
307,0
959,0
981,1
910,1
78,1
1861,0
506,0
1459,1
1467,0
67,1
194,0
903,0
1605,1
246,0
1336,1
1548,0
837,1
200,1
1440,0
1837,0
1967,1
178,0
693,0
1559,0
1973,0
1777,0
559,1
1996,1
1125,1
417,1
861,0
863,1
1672,1
537,0
745,0
344,1
939,1
1825,1
699,1
635,0
488,1
40,1
398,1
1723,0
111,0
989,1
440,1
1184,1
1318,1
479,1
265,0
1719,0
1422,0
1648,1
991,0
1220,1
235,1
41,0
306,1
1555,1
857,1
974,0
77,0
92,1
1111,1
619,0
1907,1
1295,0
539,1
1646,0
1883,0
1642,0
1196,1
1233,0
766,0
170,0
263,0
115,1
1337,0
1030,1
1947,1
1289,1
737,0
264,1
1033,1
91,1
410,0
1351,0
932,1
1253,1
944,0
364,1
161,1
942,0
1412,0
1083,1
1901,0
702,1
218,1
574,1
184,1
276,0
409,0
531,1
1856,0
986,1
994,0
1611,1
1871,1
191,0
1418,1
365,1
1075,1
1024,0
245,0
1283,1
529,1
1093,0
905,0
899,0
832,0
1120,0
1939,1
1043,0
883,1
1757,0
1287,0
1114,0
8,0
1945,1
1053,1
1123,1
